date,iso,downloads,revenue,name,store,code,launch_date,weeks_since_launch
2024-12-16,JP,76317,579500.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,82
2024-12-23,JP,66096,542068.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,83
2024-12-30,JP,66106,487733.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,84
2025-01-06,JP,101635,885432.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,85
2025-01-13,JP,104394,830054.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,86
2025-01-20,JP,119565,600793.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,87
2025-01-27,JP,97278,590896.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,88
2025-02-03,JP,115673,813995.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,89
2025-02-10,JP,128588,799570.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,90
2025-02-17,JP,119782,708518.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,91
2025-02-24,JP,112802,813588.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,92
2025-03-03,JP,105955,866511.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,93
2025-03-10,JP,119098,853349.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,94
2025-03-17,JP,122277,779294.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,95
2025-03-24,JP,113983,1181621.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,96
2025-03-31,JP,145863,1270754.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,97
2025-04-07,JP,144503,1521066.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,98
2025-04-14,JP,150718,1570636.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,99
2025-04-21,JP,149195,1417060.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,100
2025-04-28,JP,147801,1285306.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,101
2025-05-05,JP,147507,1768991.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,102
2025-05-12,JP,142264,1703023.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,103
2025-05-19,JP,140684,1630144.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,104
2025-05-26,JP,135947,1877299.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,105
2025-06-02,JP,146741,2050318.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,106
2025-06-09,JP,145585,2015103.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,107
2025-06-16,JP,129221,1772569.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,108
2025-06-23,JP,131804,1900996.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,109
2025-06-30,JP,111460,2012583.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,110
2025-07-07,JP,123926,2299005.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,111
2025-07-14,JP,105699,2024888.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,112
2025-07-21,JP,89629,1889541.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,113
2025-07-28,JP,88657,1998506.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,114
2025-08-04,JP,83479,2130530.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,115
2025-08-11,JP,80025,2437587.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,116
2025-08-18,JP,80458,2233044.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,117
2025-08-25,JP,78243,2159484.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,118
2025-09-01,JP,77525,2400358.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,119
2025-09-08,JP,70484,2364454.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,120
2025-09-15,JP,75502,2397282.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,121
2025-09-22,JP,72370,2161604.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,122
2025-09-29,JP,69210,2551892.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,123
2025-10-06,JP,67916,2627144.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,124
2025-10-13,JP,74795,2336094.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,125
2025-10-20,JP,66702,2249535.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,126
2025-10-27,JP,65054,2195660.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,127
2025-11-03,JP,73393,2426901.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,128
2025-11-10,JP,78278,2519483.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,129
2025-11-17,JP,69631,2128960.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,130
2023-05-22,KR,43411,1765.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,0
2023-05-29,KR,72499,2933.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,1
2023-06-05,KR,48226,2285.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,2
2023-06-12,KR,39411,1824.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,3
2023-06-19,KR,24845,1829.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,4
2023-06-26,KR,14893,3391.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,5
2023-07-03,KR,15518,2459.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,6
2023-07-10,KR,23102,2527.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,7
2023-07-17,KR,11998,1792.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,8
2023-07-24,KR,15868,4210.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,9
2023-07-31,KR,13755,4425.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,10
2023-08-07,KR,11842,3521.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,11
2023-08-14,KR,14549,3578.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,12
2023-08-21,KR,15004,3921.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,13
2023-08-28,KR,17444,4892.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,14
2023-09-04,KR,18054,3963.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,15
2023-09-11,KR,25575,3882.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,16
2023-09-18,KR,22880,3337.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,17
2023-09-25,KR,13621,4877.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,18
2023-10-02,KR,13983,7057.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,19
2023-10-09,KR,19618,19848.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,20
2023-10-16,KR,20659,18899.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,21
2023-10-23,KR,21318,19541.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,22
2023-10-30,KR,18253,21817.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,23
2023-11-06,KR,26477,30483.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,24
2023-11-13,KR,25433,22935.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,25
2023-11-20,KR,34379,10059.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,26
2023-11-27,KR,34753,13909.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,27
2023-12-04,KR,35430,18842.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,28
2023-12-11,KR,39025,34115.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,29
2023-12-18,KR,35062,28357.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,30
2023-12-25,KR,37038,22456.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,31
2024-01-01,KR,33321,23892.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,32
2024-01-08,KR,29299,34491.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,33
2024-01-15,KR,28145,38304.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,34
2024-01-22,KR,27513,33683.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,35
2024-01-29,KR,27686,30983.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,36
2024-02-05,KR,29193,27708.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,37
2024-02-12,KR,26282,38503.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,38
2024-02-19,KR,27320,32730.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,39
2024-02-26,KR,20222,35930.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,40
2024-03-04,KR,25546,38346.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,41
2024-03-11,KR,29996,53079.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,42
2024-03-18,KR,28342,45791.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,43
2024-03-25,KR,29327,38710.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,44
2024-04-01,KR,26866,36482.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,45
2024-04-08,KR,26122,44364.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,46
2024-04-15,KR,28803,55381.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,47
2024-04-22,KR,28667,48107.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,48
2024-04-29,KR,26271,45686.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,49
2024-05-06,KR,27842,53406.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,50
2024-05-13,KR,33668,115286.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,51
2024-05-20,KR,35087,122243.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,52
2024-05-27,KR,31971,94492.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,53
2024-06-03,KR,31253,106651.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,54
2024-06-10,KR,36689,135524.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,55
2024-06-17,KR,29519,165894.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,56
2024-06-24,KR,26693,143225.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,57
2024-07-01,KR,24871,129199.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,58
2024-07-08,KR,26246,147360.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,59
2024-07-15,KR,27169,199214.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,60
2024-07-22,KR,25900,167354.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,61
2024-07-29,KR,22301,130866.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,62
2024-08-05,KR,22984,148717.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,63
2024-08-12,KR,22313,186918.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,64
2024-08-19,KR,26223,192308.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,65
2024-08-26,KR,28346,176117.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,66
2024-09-02,KR,27083,213193.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,67
2024-09-09,KR,29254,234015.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,68
2024-09-16,KR,27065,233982.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,69
2024-09-23,KR,32569,279966.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,70
2024-09-30,KR,29425,276955.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,71
2024-10-07,KR,30896,358788.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,72
2024-10-14,KR,29335,371598.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,73
2024-10-21,KR,25462,385098.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,74
2024-10-28,KR,24444,283003.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,75
2024-11-04,KR,26234,262408.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,76
2024-11-11,KR,30298,270967.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,77
2024-11-18,KR,31301,314881.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,78
2024-11-25,KR,29323,373345.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,79
2024-12-02,KR,28127,347603.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,80
2024-12-09,KR,31181,392265.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,81
2024-12-16,KR,25963,351209.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,82
2024-12-23,KR,25616,341045.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,83
2024-12-30,KR,30726,394693.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,84
2025-01-06,KR,37601,510675.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,85
2025-01-13,KR,29057,425802.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,86
2025-01-20,KR,32833,292152.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,87
2025-01-27,KR,32465,290056.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,88
2025-02-03,KR,55858,394991.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,89
2025-02-10,KR,48871,458129.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,90
2025-02-17,KR,48831,416592.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,91
2025-02-24,KR,53992,497769.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,92
2025-03-03,KR,56269,501707.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,93
2025-03-10,KR,69643,523210.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,94
2025-03-17,KR,41932,493478.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,95
2025-03-24,KR,46986,812447.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,96
2025-03-31,KR,73651,1123862.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,97
2025-04-07,KR,79462,891446.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,98
2025-04-14,KR,78943,1000154.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,99
2025-04-21,KR,81290,837629.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,100
2025-04-28,KR,54581,1138049.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,101
2025-05-05,KR,56073,1008395.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,102
2025-05-12,KR,58203,1013203.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,103
2025-05-19,KR,63237,823550.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,104
2025-05-26,KR,64022,1039070.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,105
2025-06-02,KR,70496,881234.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,106
2025-06-09,KR,74801,950180.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,107
2025-06-16,KR,70830,899968.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,108
2025-06-23,KR,63269,970883.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,109
2025-06-30,KR,68385,995412.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,110
2025-07-07,KR,69311,868089.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,111
2025-07-14,KR,58536,818784.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,112
2025-07-21,KR,35467,665759.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,113
2025-07-28,KR,37720,764586.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,114
2025-08-04,KR,39347,790967.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,115
2025-08-11,KR,37996,742272.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,116
2025-08-18,KR,36302,660459.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,117
2025-08-25,KR,34440,666490.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,118
2025-09-01,KR,31827,806298.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,119
2025-09-08,KR,32434,765550.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,120
2025-09-15,KR,33722,677261.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,121
2025-09-22,KR,30617,672595.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,122
2025-09-29,KR,30924,885354.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,123
2025-10-06,KR,31984,734299.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,124
2025-10-13,KR,35227,789543.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,125
2025-10-20,KR,33166,762556.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,126
2025-10-27,KR,33452,816896.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,127
2025-11-03,KR,31301,782352.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,128
2025-11-10,KR,28060,722275.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,129
2025-11-17,KR,30260,632903.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,130
2023-05-22,MX,43679,680.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,0
2023-05-29,MX,73079,1633.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,1
2023-06-05,MX,40319,1163.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,2
2023-06-12,MX,33838,984.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,3
2023-06-19,MX,31614,843.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,4
2023-06-26,MX,26362,2027.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,5
2023-07-03,MX,26398,1808.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,6
2023-07-10,MX,22825,1505.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,7
2023-07-17,MX,19543,1143.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,8
2023-07-24,MX,21004,3223.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,9
2023-07-31,MX,21779,3855.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,10
2023-08-07,MX,22883,2765.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,11
2023-08-14,MX,27022,3626.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,12
2023-08-21,MX,28086,4151.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,13
2023-08-28,MX,33063,5671.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,14
2023-09-04,MX,33391,4667.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,15
2023-09-11,MX,37641,4514.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,16
2023-09-18,MX,37401,4178.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,17
2023-09-25,MX,37709,7078.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,18
2023-10-02,MX,36535,8123.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,19
2023-10-09,MX,33365,6690.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,20
2023-10-16,MX,37798,7481.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,21
2023-10-23,MX,38687,8729.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,22
2023-10-30,MX,29919,10950.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,23
2023-11-06,MX,36078,12298.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,24
2023-11-13,MX,39229,9272.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,25
2023-11-20,MX,36991,6569.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,26
2023-11-27,MX,46220,9921.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,27
2023-12-04,MX,38934,11511.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,28
2023-12-11,MX,24667,15297.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,29
2023-12-18,MX,16032,13307.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,30
2023-12-25,MX,20130,13668.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,31
2024-01-01,MX,18558,14022.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,32
2024-01-08,MX,26879,18385.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,33
2024-01-15,MX,29092,19888.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,34
2024-01-22,MX,32259,16841.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,35
2024-01-29,MX,34456,18531.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,36
2024-02-05,MX,35165,18290.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,37
2024-02-12,MX,46016,25131.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,38
2024-02-19,MX,47846,20745.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,39
2024-02-26,MX,47103,23706.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,40
2024-03-04,MX,47232,22603.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,41
2024-03-11,MX,44542,27569.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,42
2024-03-18,MX,39253,22163.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,43
2024-03-25,MX,21328,20086.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,44
2024-04-01,MX,27965,25043.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,45
2024-04-08,MX,40991,30290.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,46
2024-04-15,MX,40826,33393.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,47
2024-04-22,MX,38677,27768.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,48
2024-04-29,MX,36168,31370.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,49
2024-05-06,MX,39739,35410.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,50
2024-05-13,MX,49941,43530.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,51
2024-05-20,MX,51852,41163.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,52
2024-05-27,MX,52147,37814.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,53
2024-06-03,MX,52466,41550.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,54
2024-06-10,MX,54020,47264.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,55
2024-06-17,MX,45052,53817.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,56
2024-06-24,MX,44146,56760.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,57
2024-07-01,MX,35677,50567.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,58
2024-07-08,MX,32662,55154.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,59
2024-07-15,MX,33397,60575.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,60
2024-07-22,MX,33942,56260.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,61
2024-07-29,MX,28650,54416.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,62
2024-08-05,MX,33915,62030.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,63
2024-08-12,MX,48948,67464.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,64
2024-08-19,MX,50210,67058.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,65
2024-08-26,MX,58514,64031.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,66
2024-09-02,MX,63862,68981.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,67
2024-09-09,MX,65450,81150.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,68
2024-09-16,MX,72939,87228.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,69
2024-09-23,MX,75478,98791.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,70
2024-09-30,MX,77073,95051.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,71
2024-10-07,MX,94284,121964.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,72
2024-10-14,MX,86547,138785.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,73
2024-10-21,MX,82863,131851.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,74
2024-10-28,MX,75298,116774.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,75
2024-11-04,MX,94736,119307.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,76
2024-11-11,MX,97605,138213.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,77
2024-11-18,MX,81428,146417.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,78
2024-11-25,MX,81818,165188.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,79
2024-12-02,MX,78424,142329.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,80
2024-12-09,MX,73690,157082.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,81
2024-12-16,MX,51583,137428.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,82
2024-12-23,MX,47395,120632.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,83
2024-12-30,MX,45140,151860.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,84
2025-01-06,MX,70877,181691.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,85
2025-01-13,MX,102112,185574.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,86
2025-01-20,MX,105341,177212.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,87
2025-01-27,MX,90005,188266.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,88
2025-02-03,MX,100611,232752.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,89
2025-02-10,MX,127759,234819.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,90
2025-02-17,MX,137736,221419.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,91
2025-02-24,MX,129403,287638.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,92
2025-03-03,MX,129930,266361.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,93
2025-03-10,MX,119128,275509.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,94
2025-03-17,MX,128279,259979.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,95
2025-03-24,MX,146395,350834.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,96
2025-03-31,MX,123438,463041.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,97
2025-04-07,MX,128652,342983.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,98
2025-04-14,MX,107030,279760.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,99
2025-04-21,MX,110925,334867.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,100
2025-04-28,MX,119537,470062.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,101
2025-05-05,MX,120632,407027.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,102
2025-05-12,MX,105675,403042.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,103
2025-05-19,MX,119141,425949.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,104
2025-05-26,MX,120369,528127.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,105
2025-06-02,MX,148976,505413.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,106
2025-06-09,MX,143853,530260.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,107
2025-06-16,MX,117229,471514.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,108
2025-06-23,MX,137897,553619.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,109
2025-06-30,MX,142570,529344.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,110
2025-07-07,MX,144017,550182.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,111
2025-07-14,MX,144925,529267.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,112
2025-07-21,MX,135058,566764.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,113
2025-07-28,MX,134026,527872.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,114
2025-08-04,MX,134393,581861.0,ChatGPT,apple,ChatGPT_apple,2023-05-22,115
