app,country,coef_log_new_ratings_L1,p_log_new_ratings_L1,coef_new_avg_rating_L1,p_new_avg_rating_L1,coef_new_avg_rating_L2,p_new_avg_rating_L2,coef_weeks_since_launch,p_weeks_since_launch,n_obs,r2
ChatGPT_apple,US,0.08507461753789836,0.0030279730352658074,-0.14657630396852447,0.1676657692696344,0.14083152120325637,9.310474236023936e-08,0.03134603806384013,0.0,129,0.9631875032691674
ChatGPT_apple,IN,-0.015599803636591669,0.364402643349391,0.27395562415935093,0.057851282267805226,0.08110336503381274,1.5905615247113758e-06,0.028468994622974263,0.0,129,0.9718953782330122
ChatGPT_apple,KR,0.20007460130237903,7.174980620527904e-06,0.1944286303282335,0.24713617858563985,0.2431967128054284,1.5387766616470344e-09,0.03820445037103864,0.0,129,0.9362418954302432
ChatGPT_apple,GB,0.03532588122453857,0.42314675789236667,0.3037471813520094,0.05252056986259457,0.18942751965944343,7.6974685758735e-06,0.03479629722035505,0.0,129,0.9587978684116443
ChatGPT_apple,JP,0.015432539131014571,0.6772558212035023,0.07533531173674901,0.374086273627634,0.05030569740017731,0.022286346446684036,0.04085240001951164,0.0,129,0.9747168055988628
ChatGPT_apple,CA,0.030688958246938455,0.19757828456499338,0.5592070674781829,2.570466025431095e-05,0.251848135685801,1.492206358477688e-11,0.03368659122686961,0.0,129,0.9719468944749852
ChatGPT_apple,FR,-0.07202622730927173,0.05122095668642035,1.2574962656568844,7.664756819814045e-05,0.19025014540782628,1.2445565023000427e-08,0.03447904643387693,0.0,129,0.9517374487054027
ChatGPT_apple,DE,-0.07068717175570882,0.16317174399927903,0.8661326179698935,0.0005730074045351419,0.25466387267005586,3.2548294859324756e-07,0.03195900706270019,0.0,129,0.931960405967017
ChatGPT_apple,AU,0.11973802118082184,0.005611146162556535,0.32604573772566053,0.22259522214709526,0.1408177805629033,5.167324069343948e-05,0.034087890708996246,0.0,129,0.9568950211388021
ChatGPT_apple,IT,0.028735130566563207,0.5004404782949834,0.8850612054636433,0.0036728045177205626,0.21004523593739025,7.522918900848552e-05,0.03741408959472237,0.0,129,0.9517530522833437
ChatGPT_apple,MX,0.04288488711361703,0.14394100295354928,0.7513193993521455,0.09632178930481317,0.23238114486226785,0.00023040929306272773,0.04417178396559204,0.0,129,0.9746328112252013
ChatGPT_apple,TR,-0.0025090712129114505,0.9527014511131218,0.6984786299401954,0.00027834880895705183,0.16244178225611788,0.05316496385776914,0.03956571024289022,0.0,129,0.9474782052314425
ChatGPT_apple,ZA,0.12917138025122796,4.645940233904966e-05,-0.046741089751793516,0.4118479413703975,0.028742784386725406,0.6792770621367041,0.03591888956577503,0.0,129,0.9721511542817616
ChatGPT_apple,ID,0.15515409631026722,0.0004675637092468321,0.10582663790737012,0.46842412355568275,0.1630811275694853,1.657423015344328e-05,0.0320802784686034,0.0,129,0.938307953151767
